-0.017042,-0.0031556,-0.0036609,-0.015087,-0.0081563,0.0063672,0.00063158,0.010416,0.020035,0.0014541,-0.00027,0.0046226,0.0073176,0.011698,0.013563,-0.0050778,0.010043,0.0038175,0.0020573,0.028339,0.010409,0.00025334,-0.018534,-0.0028388,0.0062931,0.02312,0.0209,0.0030481,-0.007486,-0.0050684,0.016099,-0.0048002,0.0056322,-0.0014845,-0.0029279,-0.010958,0.001002,-0.019404,-0.0067513,-0.016776,0.0052928,-0.0015237,0.001699,-0.0061886,-0.0002887,0.0077078,-0.018619,0.027038,-0.001251,0.014027,-0.0038086,0.0042992,-0.01776,-0.0064815,-0.014922,0.013716,0.0075089,-0.0088922,-0.016617
0.0081056,0.0043714,0.0026272,0.0014442,0.0096622,-0.0068289,0.0080752,0.010197,-0.02102,0.0091753,-0.0061946,-0.01144,0.030364,0.0014047,0.019252,-0.0018251,-0.001064,-0.0035684,0.0015905,0.0037294,0.0084953,-0.002791,0.026748,-0.0020505,0.005756,-0.027477,-0.001054,0.013011,-0.0050377,-0.003845,0.0056028,0.010953,0.0065964,-0.015539,0.0014389,-0.021431,-0.016006,-0.010253,-0.0047982,0.011108,-0.009569,-0.020611,0.0039792,0.014735,-0.0019762,0.020848,-0.0014571,-0.0048192,-0.0067967,-0.023075,-0.0059668,-0.017631,0.0068189,0.0077628,-0.011963,-0.004563,-0.0010551,-0.0039079,-0.011795
0.00021557,0.013694,-0.0029002,0.010895,0.0085462,0.0011692,-0.0077698,-0.0058434,0.019493,0.027919,-0.0075755,-0.0018134,0.011399,-0.0016451,0.02921,-0.010845,0.028205,-0.016901,-0.0011952,0.0049162,-0.0031209,-0.009356,0.0055392,0.017845,-0.00023868,-0.004041,0.0087267,0.011314,0.031947,-0.0097889,-0.0033245,0.0014481,0.017334,0.0087144,-0.0045824,-0.041284,-0.013545,0.021692,0.0053613,-0.00095086,-0.0058596,-0.0018671,-0.020485,0.0057164,-0.011193,-0.032951,-0.032965,0.0063973,0.0001751,-0.010946,-0.0015722,-0.0033977,0.0092637,0.01514,0.0030093,-0.0049355,0.0142,0.0010993,0.0025337
-0.012529,0.00058747,0.014507,0.015111,-0.0066981,0.016783,-0.0012955,-0.0019948,0.0024004,0.015485,-0.0043565,0.0038299,0.018278,0.018118,0.011103,0.014812,0.022213,-0.0010366,0.028566,0.010618,0.0051683,0.022123,-0.010652,-0.0058402,-0.0051252,-0.013005,0.023978,0.0065008,-0.0098939,0.0059147,0.0022526,0.00038451,0.011663,-0.0041869,-0.00085397,0.015128,-0.00147,-0.014262,-0.018334,0.019035,-0.0036455,-0.022526,-0.015311,0.0033853,-0.0065996,-0.026924,-0.0057264,0.0036171,0.004135,-0.016599,-0.0058458,-0.016807,-0.021005,-0.0058678,0.0030411,-0.02959,-0.012938,0.011023,-0.00071921
0.0064359,0.0041848,-0.0065761,0.0015445,0.00074627,0.0013013,0.0058352,0.0054413,-0.012619,0.0070628,0.0016102,-0.013821,0.0089193,-0.0033546,0.00047688,0.024816,-0.0077231,0.023617,-0.012059,0.0054509,0.00037503,0.021412,-0.011762,-0.0064175,0.01541,0.014482,0.00055978,0.00066469,0.0020559,0.0077504,-0.0015144,0.0024288,0.00031067,-0.0029471,0.0079481,-0.013574,0.0090735,-0.0034063,0.010148,0.020096,0.0074912,-0.01439,0.017109,-0.00053283,0.0041263,-0.012196,0.0044158,-0.0065417,0.0018706,0.0068821,-0.0021972,-0.0010401,0.029832,0.0069071,0.0070514,-0.0067052,-0.027761,0.014824,0.015189
-0.0090516,-0.0043651,-0.0087117,-0.0053443,0.0036523,0.0068226,-0.013208,0.011323,0.017849,0.012835,0.0057947,-0.001068,-0.0098687,0.0090189,0.022083,0.00017178,-0.011343,-0.010331,0.015011,-0.0002337,0.0016137,-0.006014,0.0033588,0.0025003,0.010838,-0.008137,-0.0075073,-0.029853,0.00074673,-0.013165,0.010181,-0.0063087,-0.013978,0.003257,-0.00062868,0.0092934,-0.01033,-0.023676,-0.0038217,0.0065588,0.01699,-0.0004533,0.014345,-0.018431,-0.001276,0.015823,-0.0016233,0.0034586,-0.012695,-0.0013905,-0.013929,0.0012931,-0.0098361,0.0081588,0.013593,-0.0282,0.011064,-0.012112,-0.0037015
0.0080503,-0.0050784,0.013201,-0.0075344,-0.0040632,0.0053411,0.011798,0.00029348,0.0032642,0.017238,0.010293,0.0079307,0.0047691,0.00099201,0.026835,-0.016435,-0.012396,-0.0028374,0.0051273,-0.01516,-0.00041174,0.008255,-0.0008366,-0.013804,-0.019771,0.0023638,-0.011659,0.0090883,-0.0097219,0.0082476,-0.0080498,0.032378,-0.0070392,-0.012504,-0.0054545,0.0074535,-0.010299,-0.0090814,0.017268,0.027663,0.013015,-0.025861,-0.0026921,0.0022982,0.014534,-0.0043375,0.028642,0.014143,-0.002465,-0.003153,-0.002508,0.0033367,0.0055065,-0.0059734,-0.013544,-0.017308,0.0049872,-0.016763,0.0056574
0.011882,-0.0069853,-0.0031541,0.0015713,-0.003564,0.0047938,-0.0030289,0.0042009,-0.0066911,0.0044679,0.0023888,0.0067655,0.027092,0.0059127,0.017454,0.017641,0.013565,0.016201,0.004672,0.023566,0.00099279,-0.0088786,-0.018249,-0.015679,-0.011628,0.0003187,-0.0028914,0.0056772,-0.014549,-0.022402,-0.00019512,-0.018113,-0.01279,-0.0057792,0.016469,-0.014403,0.0031376,-0.012166,-0.0086379,0.011358,-0.003776,0.0024387,-0.0063035,0.0027212,0.0076042,0.015901,-0.022009,0.03254,-0.035358,0.0099337,-0.00014756,0.0049355,0.0018365,-0.020361,-0.0074976,-0.0029762,-0.010626,-0.0017514,-0.017971
-0.00097831,-0.00026171,0.00050754,-0.0094448,0.0066657,-0.00028613,-0.016699,-0.0073033,0.0022915,0.0019158,-0.020223,-0.0094988,0.0083718,-0.0019267,-0.0015551,0.019531,0.0097339,0.010822,0.0015017,0.027993,0.0095275,0.013022,0.02253,0.012758,0.0038156,-0.012386,-0.0029663,-0.0016237,0.015025,-0.02212,-0.015698,0.0094737,0.0059927,-0.0093794,-0.0089248,0.001599,-0.008984,-0.012413,0.006436,-0.033798,0.018774,0.0071273,-0.00084621,-0.019183,-0.0044543,0.0099204,-0.013961,0.0059803,0.018287,-0.011252,0.0031518,-0.0036669,-0.020708,0.0095687,-0.016757,-0.0027687,-0.0020369,0.017907,-0.010232
0.001812,0.0049081,-0.0083154,0.0034614,-0.0034661,0.011849,0.0015324,0.0044088,-0.0048917,0.010663,-0.0072691,0.00058996,0.0064374,-0.0095737,0.015362,-0.0089007,0.021602,0.018359,0.004805,-0.0039595,0.0079973,0.012331,0.020531,0.0019715,0.028567,-0.0091819,0.0033619,0.015716,0.017057,0.020443,0.016124,5.3548e-05,-0.0014597,-0.022073,0.00075708,0.00031593,-0.0088602,-0.0075986,-0.0099328,-0.0083178,0.015746,0.0016166,-0.0066128,0.011982,0.0021715,-0.01198,-0.0015065,0.009392,0.0011607,0.0022558,-0.011024,-0.00323,0.01029,0.014252,-0.018999,0.010291,0.004052,0.0037438,-0.012344
